sl_no,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
223,CA02,140106408,WAL-M us,15:51.9,2020,2960624581,00:00.0,00:00.0,00:00.0,CA10,66407.1788,16-30
224,U001,200769623,WAL-MAR corp,03:42.0,2020,1930885491,00:00.0,00:00.0,00:00.0,NAH4,52621.77,0-15
225,U001,200936373,SUPE corporation,05:55.8,2020,1930809945,00:00.0,00:00.0,00:00.0,NAA8,88919.61,0-15
226,CA02,140104285,BUY- corp,18:05.8,2020,2960624684,00:00.0,00:00.0,00:00.0,CA10,82140.645,0-15
227,U001,200152991,JET associates,31:10.6,2020,1930841854,00:00.0,00:00.0,00:00.0,NAA8,1677.91,0-15
228,U001,200769623,WAL-MAR systems,05:27.3,2020,1930819119,00:00.0,00:00.0,00:00.0,NAH4,41628.67,0-15
229,U001,200762301,C&S WH co,07:54.2,2020,1930745999,00:00.0,00:00.0,00:00.0,NAC6,6832.47,
230,U001,200148860,DOLLA llc,12:05.1,2020,1930637644,00:00.0,00:00.0,00:00.0,NAA8,16764.17,
231,U001,CCU013,KRAFT F associates,25:13.7,2020,1930681744,00:00.0,00:00.0,00:00.0,NAX2,15259.08,31-45
232,U001,200752302,KROGER co,53:04.3,2020,1930733766,00:00.0,00:00.0,00:00.0,NAA8,120098.69,0-15
233,U001,200797984,PIGGLY corporation,20:33.5,2020,1930585699,00:00.0,00:00.0,00:00.0,NAA8,89737.26,0-15
234,U001,200744019,TARG co,02:49.6,2020,1930800326,00:00.0,00:00.0,00:00.0,NAA8,16874.59,0-15
235,U001,200726979,BJ'S  co,28:20.9,2020,1930783750,00:00.0,00:00.0,00:00.0,NAA8,86.77,0-15
236,U001,100031704,DELHAIZE corp,12:29.7,2020,1930744311,00:00.0,00:00.0,00:00.0,NAA8,20757.8,0-15
237,U001,200743123,KROGER corp,23:10.7,2020,1930639867,00:00.0,00:00.0,00:00.0,NAA8,145240.7,0-15
238,U001,200729290,KROGER trust,50:26.8,2020,1930763883,00:00.0,00:00.0,00:00.0,NAA8,42613,0-15
239,U001,200762301,C&S WH systems,29:35.0,2020,1930718141,00:00.0,00:00.0,00:00.0,NAC6,9987.73,
240,U001,200769623,WAL-MAR llc,00:35.2,2020,1930706309,00:00.0,00:00.0,00:00.0,NAH4,10921.35,0-15
241,U001,200769623,WAL-MAR co,49:35.6,2020,1930883498,00:00.0,00:00.0,00:00.0,NAH4,60886.44,0-15
242,U001,200762301,C&S WH foundation,46:03.0,2020,1930674261,00:00.0,00:00.0,00:00.0,NAC6,546.63,0-15
243,U001,200705742,DOT us,38:11.4,2020,1930612079,00:00.0,00:00.0,00:00.0,NA32,37970.55,
244,U001,200353024,DECA corporation,53:15.2,2020,1930607001,00:00.0,00:00.0,00:00.0,NAM4,853.29,
245,U001,200744019,TARG us,15:45.9,2020,1930843065,00:00.0,00:00.0,00:00.0,NAA8,43184.27,16-30
246,U001,200769623,WAL-MAR associates,05:13.4,2020,1930582850,00:00.0,00:00.0,00:00.0,NAH4,32011.03,0-15
247,U001,200705742,DOT in,17:54.5,2020,1930821659,00:00.0,00:00.0,00:00.0,NAA8,303.62,
248,U001,200466603,SMITH'S corp,24:24.4,2020,1930804830,00:00.0,00:00.0,00:00.0,NAA8,42993.7,0-15
249,U001,200704045,RA corp,04:12.1,2020,1930592854,00:00.0,00:00.0,00:00.0,NAA8,16817.42,0-15
250,U001,200726979,BJ'S  corp,58:07.2,2020,1930659942,00:00.0,00:00.0,00:00.0,NAA8,66.37,0-15
251,U001,200769623,WAL-MAR corp,53:52.9,2020,1930853383,00:00.0,00:00.0,00:00.0,NAH4,471.56,0-15
252,CA02,140104409,LOB foundation,58:25.0,2020,2960620205,00:00.0,00:00.0,00:00.0,CA10,4410.5463,0-15
253,CA02,140104409,LOB in,47:28.1,2020,2960622232,00:00.0,00:00.0,00:00.0,CA10,121531.6803,0-15
254,U001,200541916,VF G corp,28:39.1,2020,1930886411,00:00.0,00:00.0,00:00.0,NAA8,34301.32,0-15
255,U001,200230690,DECA llc,41:00.4,2020,1930585735,00:00.0,00:00.0,00:00.0,NAM4,3018.22,
256,U001,200744019,TARG llc,43:18.9,2020,1930739949,00:00.0,00:00.0,00:00.0,NAA8,11082.87,0-15
257,U001,200762301,C&S WH in,39:20.9,2020,1930637501,00:00.0,00:00.0,00:00.0,NAC6,69231.13,0-15
258,U001,200769623,WAL-MAR in,38:36.1,2020,1930752538,00:00.0,00:00.0,00:00.0,NAH4,41038.99,0-15
259,U001,200759878,SA in,58:11.2,2020,1930643630,00:00.0,00:00.0,00:00.0,NAGD,8510.4,0-15
260,U001,200705089,JETR systems,06:44.6,2020,1930655043,00:00.0,00:00.0,00:00.0,NAA8,21345.17,
261,U001,200418007,AM systems,35:21.5,2020,1930854463,00:00.0,00:00.0,00:00.0,NAA8,7137.3,0-15
262,U001,200723794,MID MO trust,47:34.5,2020,1930594645,00:00.0,00:00.0,00:00.0,NAA8,47755.62,0-15
263,U001,200782669,SYGMA us,34:14.4,2020,1930767662,00:00.0,00:00.0,00:00.0,NAD1,11770.15,0-15
264,U001,200772595,SAFEW ,23:21.4,2020,1930733023,00:00.0,00:00.0,00:00.0,NAA8,32390.73,
265,U001,200769623,WAL-MAR foundation,02:15.9,2020,1930828807,00:00.0,00:00.0,00:00.0,NAH4,471.56,0-15
266,U001,200718130,SYSCO F associates,50:07.8,2020,1930706380,00:00.0,00:00.0,00:00.0,NAA8,8077.18,0-15
267,U001,200794332,COST in,45:17.4,2020,1930800572,00:00.0,00:00.0,00:00.0,NAAX,32391.9,
268,CA02,140104440,SO trust,07:05.4,2020,2960631309,00:00.0,00:00.0,00:00.0,CA10,92651.911,0-15
269,U001,200769623,WAL-MAR ,32:15.3,2020,1930798934,00:00.0,00:00.0,00:00.0,NAH4,17881.44,0-15
270,U001,200759878,SA co,12:16.0,2020,1930671419,00:00.0,00:00.0,00:00.0,NAH4,4061.53,0-15
271,U001,200769623,WAL-MAR llc,53:18.0,2020,1930799626,00:00.0,00:00.0,00:00.0,NAH4,25140.36,0-15
272,U001,200779906,BOZZU trust,13:13.1,2020,1930641039,00:00.0,00:00.0,00:00.0,NAA8,21572.65,0-15
273,U001,200769623,WAL-MAR in,37:15.1,2020,1930794281,00:00.0,00:00.0,00:00.0,NAH4,68350.38,0-15
274,CA02,140104440,SO corp,27:54.7,2020,2960629673,00:00.0,00:00.0,00:00.0,CA10,116663.4396,0-15
275,U001,200726979,BJ'S  in,00:13.3,2020,1930802645,00:00.0,00:00.0,00:00.0,NAA8,112816.17,0-15
276,U001,200799367,MCL co,03:16.0,2020,1930594895,00:00.0,00:00.0,00:00.0,NAA8,83383.24,0-15
277,U001,200769623,WAL-MAR llc,21:42.9,2020,1930717896,00:00.0,00:00.0,00:00.0,NAH4,28286.29,0-15
278,CA02,140104331,CORE-M in,24:18.2,2020,2960621262,00:00.0,00:00.0,00:00.0,CA10,16005.795,0-15
279,U001,200936373,SUPE ,53:27.1,2020,1930584451,00:00.0,00:00.0,00:00.0,NAA8,15925,0-15
280,U001,200656729,PERFOR trust,23:25.5,2020,1930610818,00:00.0,00:00.0,00:00.0,NAA8,30601.36,0-15
281,U001,200744019,TARG corp,16:12.9,2020,1930666642,00:00.0,00:00.0,00:00.0,NAA8,2753.74,0-15
282,U001,200744019,TARG corp,37:08.5,2020,1930739330,00:00.0,00:00.0,00:00.0,NAA8,3605.7,0-15
283,U001,200769623,WAL-MAR llc,43:27.5,2020,1930746954,00:00.0,00:00.0,00:00.0,NAH4,6785.94,0-15
284,U001,200769623,WAL-MAR trust,34:25.5,2020,1930793575,00:00.0,00:00.0,00:00.0,NAH4,9777.44,0-15
285,U001,200762301,C&S WH us,05:32.6,2020,1930605664,00:00.0,00:00.0,00:00.0,NAC6,24031.95,
286,U001,200148860,DOLLA associates,55:18.2,2020,1930689325,00:00.0,00:00.0,00:00.0,NAA8,32990.46,
287,U001,200803720,DEC foundation,01:38.1,2020,1930612090,00:00.0,00:00.0,00:00.0,NAM4,66.48,0-15
288,U001,200416837,DEC ,33:52.6,2020,1930857290,00:00.0,00:00.0,00:00.0,NAM2,5917.77,
289,U001,200726979,BJ'S  ,30:02.3,2020,1930822055,00:00.0,00:00.0,00:00.0,NAA8,2396.03,0-15
290,U001,CCU013,KRAFT F trust,02:44.2,2020,1930571605,00:00.0,00:00.0,00:00.0,NAX2,77.07,31-45
291,U001,200915438,GROC in,48:50.7,2020,1930723164,00:00.0,00:00.0,00:00.0,NAA8,6713.52,0-15
292,U001,200418007,AM us,34:10.9,2020,1930667012,00:00.0,00:00.0,00:00.0,NAGD,8294.4,0-15
293,U001,200769623,WAL-MAR systems,01:02.9,2020,1930798110,00:00.0,00:00.0,00:00.0,NAH4,47118.53,0-15
294,U001,200455322,PEA associates,09:34.0,2020,1930605944,00:00.0,00:00.0,00:00.0,NAD5,13326.85,0-15
295,CA02,140106408,WAL-M systems,27:31.5,2020,2960618297,00:00.0,00:00.0,00:00.0,CA10,10601.8237,16-30
296,U001,200762301,C&S WH systems,23:38.2,2020,1930701231,00:00.0,00:00.0,00:00.0,NAC6,15724.32,
297,U001,200744019,TARG trust,00:00.4,2020,1930738290,00:00.0,00:00.0,00:00.0,NAA8,47540.39,0-15
298,U001,200992695,NUGG foundation,16:02.0,2020,1930820391,00:00.0,00:00.0,00:00.0,NAA8,30065.62,
299,U001,200744019,TARG trust,50:51.4,2020,1930834229,00:00.0,00:00.0,00:00.0,NAA8,39358.28,0-15
300,U001,200592182,DECA ,25:53.0,2020,1930708114,00:00.0,00:00.0,00:00.0,NAM4,513.16,0-15
301,U001,200732755,KROGER associates,46:00.8,2020,1930605355,00:00.0,00:00.0,00:00.0,NAA8,7685.73,0-15
302,CA02,140106408,WAL-M ,13:31.4,2020,2960621281,00:00.0,00:00.0,00:00.0,CA10,10940.8048,16-30
303,CA02,140104440,SO associates,27:41.5,2020,2960621461,00:00.0,00:00.0,00:00.0,CA10,185499.0231,0-15
304,U001,200519201,KROGE corp,05:35.4,2020,1930828957,00:00.0,00:00.0,00:00.0,NAA8,197963.27,0-15
305,U001,200744019,TARG systems,17:23.9,2020,1930581162,00:00.0,00:00.0,00:00.0,NAA8,17812.07,0-15
306,U001,200148860,DOLLA corporation,20:00.4,2020,1930671635,00:00.0,00:00.0,00:00.0,NAA8,13271.03,
307,U001,200820380,SMITH'S corp,16:08.4,2020,1930580873,00:00.0,00:00.0,00:00.0,NAA8,15481.15,
308,U001,200704858,WAKE us,41:04.3,2020,1930803141,00:00.0,00:00.0,00:00.0,NAA8,100878.92,0-15
309,U001,200762301,C&S WH systems,12:13.2,2020,1930765333,00:00.0,00:00.0,00:00.0,NAC6,76124.34,0-15
310,U001,200769623,WAL-MAR systems,48:03.4,2020,1930664599,00:00.0,00:00.0,00:00.0,NAH4,4529.38,0-15
311,U001,200762301,C&S WH systems,50:20.0,2020,1930685195,00:00.0,00:00.0,00:00.0,NAC6,1180.78,
312,U001,200704045,RA us,25:53.8,2020,1930682821,00:00.0,00:00.0,00:00.0,NAA8,17224.98,0-15
313,U001,200772595,SAFEW llc,51:11.1,2020,1930727467,00:00.0,00:00.0,00:00.0,NAA8,2456.06,0-15
314,U001,200744019,TARG trust,31:33.7,2020,1930698648,00:00.0,00:00.0,00:00.0,NAA8,33580.87,0-15
315,U001,200705742,DOT in,08:32.7,2020,1930593648,00:00.0,00:00.0,00:00.0,NAA8,10486.86,
316,U001,200769623,WAL-MAR trust,40:18.6,2020,1930623848,00:00.0,00:00.0,00:00.0,NAH4,14696.73,0-15
317,U001,200799342,MITCH associates,45:38.5,2020,1930793138,00:00.0,00:00.0,00:00.0,NAA8,78109.83,
318,U013,140103480,PRIC systems,49:44.2,2020,1991839741,00:00.0,00:00.0,00:00.0,NAVF,21395.58,0-15
319,U001,100006311,QUALITY C us,39:10.8,2020,1930671166,00:00.0,00:00.0,00:00.0,NAA8,20175.8,
320,U001,200803720,DEC ,24:35.6,2020,1930820211,00:00.0,00:00.0,00:00.0,NAM4,1977.62,
321,U001,200706844,WINC ,01:04.2,2020,1930669778,00:00.0,00:00.0,00:00.0,NAA8,15331.43,0-15
322,U001,200769623,WAL-MAR systems,40:18.6,2020,1930604650,00:00.0,00:00.0,00:00.0,NAH4,15893.81,0-15
323,U001,200071186,FATH foundation,08:45.5,2020,1930789924,00:00.0,00:00.0,00:00.0,NAA8,46945.8,0-15
324,U001,200769623,WAL-MAR associates,11:11.7,2020,1930879136,00:00.0,00:00.0,00:00.0,NAH4,59462.27,0-15
325,U001,200778870,C in,13:58.9,2020,1930647008,00:00.0,00:00.0,00:00.0,NAA8,9117.16,0-15
326,U001,200769623,WAL-MAR associates,53:54.9,2020,1930622144,00:00.0,00:00.0,00:00.0,NAH4,64440.87,0-15
327,U001,200148860,DOLLA foundation,15:41.4,2020,1930710073,00:00.0,00:00.0,00:00.0,NAA8,66356.43,
328,U001,200782001,GORDO systems,59:46.4,2020,1930610058,00:00.0,00:00.0,00:00.0,NAA8,45773.88,0-15
329,U001,100026809,PRES us,54:05.0,2020,1930731327,00:00.0,00:00.0,00:00.0,NA10,28778.75,0-15
330,U001,200769623,WAL-MAR ,00:28.4,2020,1930655609,00:00.0,00:00.0,00:00.0,NAH4,13347.31,0-15
331,U001,200769623,WAL-MAR co,36:36.9,2020,1930772169,00:00.0,00:00.0,00:00.0,NAGD,131.58,0-15
332,U001,200752302,KROGER associates,32:47.0,2020,1930776636,00:00.0,00:00.0,00:00.0,NAA8,75004.47,0-15
333,U001,200769623,WAL-MAR foundation,57:08.5,2020,1930710731,00:00.0,00:00.0,00:00.0,NAH4,28295.59,0-15
334,U001,200769623,WAL-MAR co,17:22.0,2020,1930826845,00:00.0,00:00.0,00:00.0,NAH4,2352.97,0-15
335,U001,200711029,WEGMAN ,56:51.3,2020,1930599202,00:00.0,00:00.0,00:00.0,NAA8,66442.88,0-15
336,U001,200707822,PUBLI foundation,03:53.8,2020,1930776550,00:00.0,00:00.0,00:00.0,NAA8,160558.42,0-15
337,U001,200592182,DECA corporation,42:39.7,2020,1930691960,00:00.0,00:00.0,00:00.0,NAM1,36102.76,
338,U001,200455322,PEA in,03:21.1,2020,1930787156,00:00.0,00:00.0,00:00.0,NAD5,49124.1,0-15
339,U001,200769623,WAL-MAR llc,38:44.8,2020,1930798325,00:00.0,00:00.0,00:00.0,NAH4,55399.42,0-15
340,U001,200759878,SA ,39:08.6,2020,1930603081,00:00.0,00:00.0,00:00.0,NAH4,14022.8,0-15
341,U001,200739534,OK ,18:25.5,2020,1930842944,00:00.0,00:00.0,00:00.0,NAA8,27131.85,0-15
342,U001,200424504,M  corp,23:20.4,2020,1930594041,00:00.0,00:00.0,00:00.0,NACE,7405.23,0-15
343,U001,200769623,WAL-MAR us,05:52.3,2020,1930729868,00:00.0,00:00.0,00:00.0,NAH4,5310.44,
344,U001,100058003,ING co,37:45.9,2020,1930599489,00:00.0,00:00.0,00:00.0,NA32,2374.48,16-30
345,U001,200769623,WAL-MAR corporation,42:23.1,2020,1930609796,00:00.0,00:00.0,00:00.0,NAH4,79262.64,0-15
346,U001,200732755,KROGER llc,48:34.2,2020,1930760367,00:00.0,00:00.0,00:00.0,NAA8,79604.8,0-15
347,U001,200418007,AM ,18:11.5,2020,1930773639,00:00.0,00:00.0,00:00.0,NAA8,52193.28,16-30
348,U001,200769623,WAL-MAR ,51:45.0,2020,1930584953,00:00.0,00:00.0,00:00.0,NAH4,661.11,0-15
349,U001,200781484,MAPLE trust,40:10.1,2020,1930860068,00:00.0,00:00.0,00:00.0,NAA8,35464.06,0-15
350,U001,200775094,SAVE M trust,40:28.9,2020,1930772956,00:00.0,00:00.0,00:00.0,NAA8,96825.11,0-15
351,U001,200152991,JET systems,35:48.9,2020,1930668256,00:00.0,00:00.0,00:00.0,NAA8,1812.31,0-15
352,U001,200769623,WAL-MAR systems,43:27.5,2020,1930594653,00:00.0,00:00.0,00:00.0,NAH4,7230.78,0-15
353,CA02,140104429,COSTCO systems,12:04.4,2020,2960616774,00:00.0,00:00.0,00:00.0,CA10,28261.223,0-15
354,U001,100031704,DELHAIZE us,04:21.2,2020,1930747630,00:00.0,00:00.0,00:00.0,NAGD,728.78,
355,U001,200769623,WAL-MAR foundation,39:37.4,2020,1930854376,00:00.0,00:00.0,00:00.0,NAH4,53201.11,0-15
356,U001,200772670,ASSOCIAT trust,23:50.8,2020,1930583800,00:00.0,00:00.0,00:00.0,NAU5,602.9,0-15
357,U001,200148860,DOLLA trust,52:57.5,2020,1930691226,00:00.0,00:00.0,00:00.0,NAA8,19666.18,
358,U001,200797452,US  us,33:24.4,2020,1930641707,00:00.0,00:00.0,00:00.0,NAA8,204.43,0-15
359,CA02,140105785,SHOPPE foundation,18:55.1,2020,2960628703,00:00.0,00:00.0,00:00.0,CA10,30555.7938,0-15
360,U001,200769623,WAL-MAR in,19:06.3,2020,1930730277,00:00.0,00:00.0,00:00.0,NAH4,15562.99,
361,U001,200769623,WAL-MAR co,34:25.5,2020,1930792925,00:00.0,00:00.0,00:00.0,NAH4,9099.16,0-15
362,U001,200769623,WAL-MAR corp,43:04.0,2020,1930720154,00:00.0,00:00.0,00:00.0,NAH4,10472.25,0-15
363,U001,200772595,SAFEW llc,05:58.6,2020,1930719448,00:00.0,00:00.0,00:00.0,NAA8,1235.36,0-15
364,U001,200759878,SA corp,34:00.4,2020,1930768133,00:00.0,00:00.0,00:00.0,NAH4,54312.68,0-15
365,U001,200707822,PUBLI corporation,14:43.2,2020,1930752516,00:00.0,00:00.0,00:00.0,NAA8,104769.48,0-15
366,U001,200743996,STATER  corp,56:42.2,2020,1930723439,00:00.0,00:00.0,00:00.0,NAA8,47975.78,0-15
367,U001,200769623,WAL-MAR systems,46:17.5,2020,1930637364,00:00.0,00:00.0,00:00.0,NAH4,13956.09,0-15
368,U001,200769623,WAL-MAR associates,48:54.5,2020,1930776679,00:00.0,00:00.0,00:00.0,NAH4,39143.19,0-15
369,U001,200769623,WAL-MAR us,04:05.7,2020,1930651757,00:00.0,00:00.0,00:00.0,NAH4,42089.37,0-15
370,U001,200769623,WAL-MAR llc,28:05.4,2020,1930893128,00:00.0,00:00.0,00:00.0,NAH4,31794.87,0-15
371,U001,200749225,SUPER  trust,53:12.0,2020,1930862405,00:00.0,00:00.0,00:00.0,NAA8,100980.4,0-15
372,U001,200759082,INGL associates,19:23.7,2020,1930654371,00:00.0,00:00.0,00:00.0,NAA8,36479.01,
373,U001,200769623,WAL-MAR trust,13:32.3,2020,1930652946,00:00.0,00:00.0,00:00.0,NAH4,58014.2,0-15
374,U001,200759878,SA systems,21:02.9,2020,1930732203,00:00.0,00:00.0,00:00.0,NAH4,14016.25,0-15
375,U001,200729942,SA foundation,11:00.7,2020,1930691589,00:00.0,00:00.0,00:00.0,NAA8,11657.35,0-15
376,U001,200230690,DECA in,51:39.8,2020,1930804276,00:00.0,00:00.0,00:00.0,NAM4,242.28,
377,U001,200148860,DOLLA in,19:24.9,2020,1930587100,00:00.0,00:00.0,00:00.0,NAA8,84250.05,
378,CA02,140104440,SO foundation,22:51.1,2020,2960625185,00:00.0,00:00.0,00:00.0,CA10,91647.6867,0-15
379,U001,100031704,DELHAIZE us,06:07.7,2020,1930802865,00:00.0,00:00.0,00:00.0,NAGD,728.78,0-15
380,U001,200769623,WAL-MAR foundation,49:50.2,2020,1930819014,00:00.0,00:00.0,00:00.0,NAH4,23794.84,0-15
381,U001,200769623,WAL-MAR associates,13:18.2,2020,1930587521,00:00.0,00:00.0,00:00.0,NAH4,5037.44,0-15
382,U001,200790107,ROU llc,26:11.2,2020,1930863517,00:00.0,00:00.0,00:00.0,NAC6,119035.35,0-15
383,U001,200739074,STEWART foundation,03:49.7,2020,1930660502,00:00.0,00:00.0,00:00.0,NAA8,18008.27,0-15
384,CA02,140104440,SO corp,17:07.8,2020,2960624964,00:00.0,00:00.0,00:00.0,CA10,127430.871,0-15
385,U001,200705372,FR systems,24:08.3,2020,1930691620,00:00.0,00:00.0,00:00.0,NAA8,34757.57,
386,U013,CC3411,H.J. HEI associates,44:33.4,2020,1991839773,00:00.0,00:00.0,00:00.0,NAVF,11533.34,0-15
387,U001,200769623,WAL-MAR foundation,08:18.9,2020,1930829788,00:00.0,00:00.0,00:00.0,NAH4,661.11,0-15
388,U001,200920735,ALBERT systems,40:21.9,2020,1930735188,00:00.0,00:00.0,00:00.0,NAA8,31220.28,16-30
389,U001,200769623,WAL-MAR associates,07:30.2,2020,1930649490,00:00.0,00:00.0,00:00.0,NAH4,58603.01,0-15
390,U001,100031704,DELHAIZE co,38:02.9,2020,1930666315,00:00.0,00:00.0,00:00.0,NAA8,63413.12,0-15
391,U001,200148860,DOLLA llc,50:23.4,2020,1930772689,00:00.0,00:00.0,00:00.0,NAGD,2049.76,
392,U001,200769623,WAL-MAR systems,33:44.9,2020,1930825733,00:00.0,00:00.0,00:00.0,NAH4,6621.57,0-15
393,CA02,140106408,WAL-M trust,55:59.8,2020,2960626049,00:00.0,00:00.0,00:00.0,CA10,86.4497,0-15
394,U001,200769623,WAL-MAR us,15:20.6,2020,1930704938,00:00.0,00:00.0,00:00.0,NAH4,13914.46,0-15
395,U001,200772670,ASSOCIAT trust,33:32.1,2020,1930669789,00:00.0,00:00.0,00:00.0,NAU5,134292.79,0-15
396,U001,200803720,DEC ,40:45.7,2020,1930689941,00:00.0,00:00.0,00:00.0,NAM2,7254.43,
397,U001,200780383,MEIJ co,01:06.7,2020,1930780091,00:00.0,00:00.0,00:00.0,NAA8,83679.13,0-15
398,U001,200759878,SA corp,45:07.5,2020,1930651113,00:00.0,00:00.0,00:00.0,NAH4,12948.62,0-15
399,U001,200726979,BJ'S  in,28:21.3,2020,1930630407,00:00.0,00:00.0,00:00.0,NAA8,929.93,0-15
400,U001,200769623,WAL-MAR co,03:04.4,2020,1930650853,00:00.0,00:00.0,00:00.0,NAH4,6071.89,0-15
401,U001,200729290,KROGER llc,19:41.0,2020,1930593379,00:00.0,00:00.0,00:00.0,NAA8,91923.26,0-15
402,U001,200769623,WAL-MAR us,00:54.1,2020,1930724265,00:00.0,00:00.0,00:00.0,NAH4,29806.04,
403,U001,200418007,AM associates,07:34.9,2020,1930774890,00:00.0,00:00.0,00:00.0,NAA8,6094.99,0-15
404,U001,200769623,WAL-MAR ,01:34.0,2020,1930692384,00:00.0,00:00.0,00:00.0,NAH4,18147.6,0-15
405,U001,200769623,WAL-MAR associates,24:53.8,2020,1930592130,00:00.0,00:00.0,00:00.0,NAH4,56744.81,0-15
406,U001,200769623,WAL-MAR associates,34:10.8,2020,1930875354,00:00.0,00:00.0,00:00.0,NAH4,49872.43,0-15
407,U001,200761734,H E BUT corporation,04:32.9,2020,1930651650,00:00.0,00:00.0,00:00.0,NAA8,74460.6,
408,U001,200726979,BJ'S  ,40:36.8,2020,1930603111,00:00.0,00:00.0,00:00.0,NAA8,754.83,
409,U001,200707741,SMART &  co,26:31.1,2020,1930729109,00:00.0,00:00.0,00:00.0,NAA8,15913.01,
410,U001,200769623,WAL-MAR in,36:13.0,2020,1930803359,00:00.0,00:00.0,00:00.0,NAH4,1898.9,0-15
411,U001,200769623,WAL-MAR foundation,03:04.4,2020,1930783613,00:00.0,00:00.0,00:00.0,NAH4,5126.33,0-15
412,U001,200920735,ALBERT ,38:59.0,2020,1930733359,00:00.0,00:00.0,00:00.0,NAA8,74878.14,16-30
413,U001,200782001,GORDO co,07:37.2,2020,1930584057,00:00.0,00:00.0,00:00.0,NAA8,14705.86,
414,U001,200769623,WAL-MAR in,40:18.6,2020,1930882887,00:00.0,00:00.0,00:00.0,NAH4,19703.3,0-15
415,U001,200769623,WAL-MAR co,46:17.5,2020,1930787797,00:00.0,00:00.0,00:00.0,NAH4,12291.24,0-15
416,U001,100015557,BI us,17:14.4,2020,1930602623,00:00.0,00:00.0,00:00.0,NAA8,49175.63,0-15
417,U001,200418007,AM co,47:23.4,2020,1930781107,00:00.0,00:00.0,00:00.0,NAA8,23753.76,0-15
418,U001,200769623,WAL-MAR systems,44:35.1,2020,1930644277,00:00.0,00:00.0,00:00.0,NAH4,34934.61,0-15
419,U001,200769623,WAL-MAR co,37:15.1,2020,1930670587,00:00.0,00:00.0,00:00.0,NAH4,60876.69,0-15
420,U001,200760666,KEHE  corporation,56:05.4,2020,1930708241,00:00.0,00:00.0,00:00.0,NAA8,21097.89,0-15
421,U001,200769623,WAL-MAR in,53:58.6,2020,1930705472,00:00.0,00:00.0,00:00.0,NAH4,91.93,0-15
422,U001,200769623,WAL-MAR ,32:15.3,2020,1930666543,00:00.0,00:00.0,00:00.0,NAH4,10923.4,0-15
423,U001,200762301,C&S WH associates,20:20.0,2020,1930768188,00:00.0,00:00.0,00:00.0,NAC6,91658.63,0-15
424,U001,200624321,FOOD systems,20:49.3,2020,1930664431,00:00.0,00:00.0,00:00.0,NAA8,2442,0-15
425,U001,200706844,WINC in,38:45.0,2020,1930607504,00:00.0,00:00.0,00:00.0,NAA8,12677.02,0-15
426,U001,200706844,WINC systems,41:53.9,2020,1930861648,00:00.0,00:00.0,00:00.0,NAA8,8096.2,0-15
427,U001,200637068,CON corporation,05:09.4,2020,1930654490,00:00.0,00:00.0,00:00.0,NAA8,5868.24,0-15
428,U001,200769623,WAL-MAR in,37:41.0,2020,1930749253,00:00.0,00:00.0,00:00.0,NAH4,15.76,0-15
429,U001,200803720,DEC llc,46:44.3,2020,1930765386,00:00.0,00:00.0,00:00.0,NAM4,4219.56,
430,U001,200780383,MEIJ llc,46:22.6,2020,1930699736,00:00.0,00:00.0,00:00.0,NAA8,50976.68,0-15
431,U001,200769623,WAL-MAR systems,41:27.5,2020,1930812745,00:00.0,00:00.0,00:00.0,NAH4,25931.86,0-15
432,U001,200794332,COST llc,58:28.7,2020,1930814369,00:00.0,00:00.0,00:00.0,NAAX,14204.38,
433,CA02,140106293,ATLANT ,11:15.5,2020,2960623610,00:00.0,00:00.0,00:00.0,CA10,15007.6853,0-15
434,U001,200744019,TARG us,04:48.9,2020,1930684671,00:00.0,00:00.0,00:00.0,NAA8,8532.56,0-15
435,U001,200772670,ASSOCIAT us,50:15.6,2020,1930645503,00:00.0,00:00.0,00:00.0,NAU5,39135.35,
436,CA02,140104409,LOB ,04:33.5,2020,2960625529,00:00.0,00:00.0,00:00.0,CA10,196318.1916,0-15
437,U001,200729942,SA corporation,18:00.1,2020,1930713977,00:00.0,00:00.0,00:00.0,NAA8,65939.22,0-15
438,U001,200794332,COST llc,01:16.6,2020,1930572323,00:00.0,00:00.0,00:00.0,NAAX,16491.37,
439,U001,200769623,WAL-MAR trust,49:23.0,2020,1930857479,00:00.0,00:00.0,00:00.0,NAH4,731.11,0-15
440,U001,200761734,H E BUT trust,26:43.3,2020,1930677253,00:00.0,00:00.0,00:00.0,NAA8,58671.31,0-15
441,CA02,140106293,ATLANT us,22:34.4,2020,2960616790,00:00.0,00:00.0,00:00.0,CA10,18514.5901,0-15
442,U001,200769623,WAL-MAR ,23:11.7,2020,1930849862,00:00.0,00:00.0,00:00.0,NAH4,11874.2,0-15
443,U001,200769623,WAL-MAR systems,47:02.6,2020,1930714946,00:00.0,00:00.0,00:00.0,NAH4,106.67,0-15
444,U001,200799367,MCL systems,07:45.7,2020,1930801763,00:00.0,00:00.0,00:00.0,NAA8,82159.45,0-15
445,U001,200769623,WAL-MAR trust,40:18.6,2020,1930613516,00:00.0,00:00.0,00:00.0,NAH4,14182.64,0-15
446,U001,200782001,GORDO corp,57:02.8,2020,1930810012,00:00.0,00:00.0,00:00.0,NAA8,23975.28,0-15
